Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Totales;Metros_Cubiertos;Ambientes;Dormitorios;Baños;URL;Fecha_Publicacion;Inmobiliaria
cabaprop;palermo;Departamento;Departamento dos ambientes lateral Palermo Soho;600000;164000;Malabia al 1600;35;35;2;1;1;https://cabaprop.com.ar/propiedad/696e78f3cc8f3498faed7a2d/Departamento-dos-ambientes-lateral-Palermo-Soho;19/1/2026;French & Asociados Brokers Inmobiliarios
cabaprop;palermo;Departamento;Departamento Con Patio, Frente Al Zoologico;800000;130000;República de la India al 2900;42;36;2;1;1;https://cabaprop.com.ar/propiedad/696b0ee3cc8f3498fae65be1/Departamento-Con-Patio-Frente-Al-Zoologico;17/1/2026;MAXIM RENTALS
cabaprop;palermo;Departamento;Hermoso Departamento Al Frente Con Vista Plena A Plaza Guadalupe | Palermo Freuddepartamento;650000;140000;Paraguay al 3800;43;38;2;1;1;https://cabaprop.com.ar/propiedad/696afe3dcc8f3498fae6138d/Hermoso-Departamento-Al-Frente-Con-Vista-Plena-A-Plaza-Guadalupe-Palermo-Freuddepartamento;17/1/2026;ALCARAZ
cabaprop;palermo;Departamento;2 Amb. Palermo, Gascón 1224.3ªa Frente Con Balón, Impecable;650000;190000;Gascón al 1200;49;47;2;1;1;https://cabaprop.com.ar/propiedad/696864f8cc8f3498fadff629/2-Amb-Palermo-Gascon-1224-3-a-Frente-Con-Balon-Impecable;15/1/2026;GHIRAY
cabaprop;palermo;Departamento;Cañitas, 2 Ambientes en Planta Baja. MUY BUENA UBICACION.;600000;108000;Arce al 300;37;37;2;1;1;https://cabaprop.com.ar/propiedad/69678e39cc8f3498faddae95/Canitas-2-Ambientes-en-Planta-Baja-MUY-BUENA-UBICACION;14/1/2026;REALTY PROP S.R.L
cabaprop;palermo;Departamento;Departamento - Palermo;650000;110000;Thames al 1800;40;40;2;1;1;https://cabaprop.com.ar/propiedad/69671c42cc8f3498fadd3090/Departamento---Palermo;14/1/2026;OJO PROPIEDADES
cabaprop;palermo;Departamento;Departamento En Palermo Soho;680000;67000;Riobamba al 0;45;45;2;1;1;https://cabaprop.com.ar/propiedad/69671c37cc8f3498fadd3028/Departamento-En-Palermo-Soho;14/1/2026;OJO PROPIEDADES
cabaprop;palermo;Departamento;DEPARTAMENTO 2 AMBIENTES - PALERMO, CAPITAL FEDERAL;600000;;DARWIN al 1300;37;35;2;1;1;https://cabaprop.com.ar/propiedad/6965433ccc8f3498fad81e66/DEPARTAMENTO-2-AMBIENTES---PALERMO-CAPITAL-FEDERAL;12/1/2026;ASHARDJIAN INMOBILIARIA
cabaprop;palermo;Departamento;DEPARTAMENTO 2 AMBIENTES - PALERMO, CAPITAL FEDERAL;650000;137000;SANTA FE al 5200;40;40;2;1;1;https://cabaprop.com.ar/propiedad/69615077cc8f3498fad49515/DEPARTAMENTO-2-AMBIENTES---PALERMO-CAPITAL-FEDERAL;9/1/2026;ASHARDJIAN INMOBILIARIA
cabaprop;palermo;Departamento;OPPEL | Departamento en Alquiler | PALERMO Capital Federal | Cod: 33778;620000;95315;URIARTE al 2100;42;35;2;1;1;https://cabaprop.com.ar/propiedad/695df1deeb643cad555ebb7c/OPPEL-Departamento-en-Alquiler-PALERMO-Capital-Federal-Cod-33778;7/1/2026;OPPEL S.A.
cabaprop;palermo;Departamento;DEPARTAMENTO 2 AMBIENTES EN PALERMO AMOBLADO AL FRENTE CON BALCON;800000;250000;Charcas al 3300;49;45;2;1;1;https://cabaprop.com.ar/propiedad/695c19cbf2487d1dd4d2ea48/DEPARTAMENTO-2-AMBIENTES-EN-PALERMO-AMOBLADO-AL-FRENTE-CON-BALCON;5/1/2026;JT INMOBILIARIA 
cabaprop;palermo;Departamento;Departamento De 2 Ambientes En Alquiler En Palermo;750000;75000;Güemes al 2900;46;36;2;1;1;https://cabaprop.com.ar/propiedad/695741a713b25325c58488fa/Departamento-De-2-Ambientes-En-Alquiler-En-Palermo;2/1/2026;MIGLIORISI INMOBILIARIA
cabaprop;palermo;Departamento;Castex-san Martìn De Tours: 2 Ambientes Luz Y Sol;650000;109000;Avenida del Libertador al 3800;38;38;2;1;1;https://cabaprop.com.ar/propiedad/69560e17269e10adbff05eb9/Castex-san-Martin-De-Tours-2-Ambientes-Luz-Y-Sol;1/1/2026;LLAURÓ Propiedades
cabaprop;palermo;Departamento;Alquiler Departamento 2 Ambientes En Palermo;750000;175000;Paraguay al 4100;53;45;2;1;1;https://cabaprop.com.ar/propiedad/69539b1f269e10adbfed8284/Alquiler-Departamento-2-Ambientes-En-Palermo;30/12/2025;Tognola Propiedades
cabaprop;palermo;Departamento;Departamento En Alquiler En Palermo;550000;170000;Armenia al 2300;49;49;2;1;1;https://cabaprop.com.ar/propiedad/69539af2269e10adbfed8231/Departamento-En-Alquiler-En-Palermo;30/12/2025;ABP PROPIEDADES
cabaprop;palermo;Departamento;Departamento En Palermo;630000;103000;Departamento - Departamento Avenida Santa Fe;40;40;2;1;1;https://cabaprop.com.ar/propiedad/695389ec269e10adbfed627b/Departamento-En-Palermo;30/12/2025;LLAURÓ Propiedades
cabaprop;palermo;Departamento;Departamento En Alquiler. Ubicado En Palermo Soho, 2 Ambientes, Luz Y Sol.;640000;110000;Armenia al 1200;38;37;2;1;1;https://cabaprop.com.ar/propiedad/695389df269e10adbfed6267/Departamento-En-Alquiler-Ubicado-En-Palermo-Soho-2-Ambientes-Luz-Y-Sol;30/12/2025;LLAURÓ Propiedades
cabaprop;palermo;Departamento;Beruti 3700;800000;160000;Aráoz al 2600;52;52;2;1;1;https://cabaprop.com.ar/propiedad/69536a03269e10adbfed2a4e/Beruti-3700;30/12/2025;ESCALADA PROPIEDADES
cabaprop;palermo;Departamento;Departamento Disponible En Alquiler Amoblado Dos Ambientes En Palermo Soho!;780000;125000;Plazoleta William Morris al 2000;50;49;2;1;1;https://cabaprop.com.ar/propiedad/695368d7269e10adbfed21bb/Departamento-Disponible-En-Alquiler-Amoblado-Dos-Ambientes-En-Palermo-Soho;30/12/2025;ZIADE REALTY ARGENTINA
cabaprop;palermo;Departamento;Semipiso 2 Ambientes Con Balcón Cerca De Av Santa Fe Y Alto Palermo;680000;125000;Vidt al 1600;42;39;2;1;1;https://cabaprop.com.ar/propiedad/6953536c269e10adbfece430/Semipiso-2-Ambientes-Con-Balcon-Cerca-De-Av-Santa-Fe-Y-Alto-Palermo;30/12/2025;FOR SALE PROPIEDADES
cabaprop;palermo;Departamento;Departamento Dos Ambientes En Palermo Chico;680000;180000;Juan Francisco Seguí al 3600;35;35;2;1;1;https://cabaprop.com.ar/propiedad/69534f41269e10adbfecd84a/Departamento-Dos-Ambientes-En-Palermo-Chico;30/12/2025;YANKEL GROUP
cabaprop;palermo;Departamento;Palermo - 2 ambientes muy luminoso;600000;95000;Jerónimo Salguero al 1100;40;40;2;1;1;https://cabaprop.com.ar/propiedad/694b1801785e2691471704cf/Palermo---2-ambientes-muy-luminoso;23/12/2025;Lorena Leticia Antonilli
cabaprop;palermo;Departamento;ALQUIER DEPARTAMENTO 2 AMBIENTES EN PALERMO ! EXCELENTE UBICACION !!;550000;223000;SOLER al 3600;47;44;2;1;;https://cabaprop.com.ar/propiedad/6946380838bf638b63bd550c/ALQUIER-DEPARTAMENTO-2-AMBIENTES-EN-PALERMO-EXCELENTE-UBICACION;20/12/2025;LEPORE
cabaprop;palermo;Departamento;Departamento en alquiler en Palermo;750000;120000;Bonpland al 2400;40;40;2;1;1;https://cabaprop.com.ar/propiedad/693c41e338bf638b63ae0c55/Departamento-en-alquiler-en-Palermo;12/12/2025;COBAS PROPIEDADES
cabaprop;palermo;Departamento;Cerviño 3920;600000;150000;Cerviño 3920;48;45;2;1;1;https://cabaprop.com.ar/propiedad/6929daadc105ae8ac64ecf99/Cervino-3920;28/11/2025;NORA GUERSCHANIK PROPIEDADES
cabaprop;villa-urquiza;Departamento;Departamento En Alquiler En Villa Urquiza;750000;200000;Galván al 3100;55;55;3;2;1;https://cabaprop.com.ar/propiedad/697d8457e093840dd61023c6/Departamento-En-Alquiler-En-Villa-Urquiza;31/1/2026;MEZZINA INMUEBLES
cabaprop;villa-urquiza;Departamento;Departamento En Alquiler En Villa Urquiza;650000;140000;Quesada al 5300;40;37;2;1;1;https://cabaprop.com.ar/propiedad/697c2711e093840dd60ed616/Departamento-En-Alquiler-En-Villa-Urquiza;30/1/2026;MONICA LOFFREDO PROPIEDADES
cabaprop;villa-urquiza;Departamento;Departamento - Alquiler - Capital Federal;600000;60000;Urdininea al 1600;50;50;2;1;;https://cabaprop.com.ar/propiedad/697af0b3e093840dd60ddd0c/Departamento---Alquiler---Capital-Federal;29/1/2026;CASSINO PROPIEDADES
cabaprop;villa-urquiza;Departamento;Alquiler 2 Amb Contrafrente Balcon Luminoso Villa Urquiza;680000;110500;CULLEN al 5000;37;35;2;1;1;https://cabaprop.com.ar/propiedad/6979a098e093840dd60ca7fa/Alquiler-2-Amb-Contrafrente-Balcon-Luminoso-Villa-Urquiza;28/1/2026;MENASCHES PROPIEDADES
cabaprop;villa-urquiza;Departamento;Departamento - Alquiler - Capital Federal;750000;;CAMPILLO al 2600;62;56;3;2;1;https://cabaprop.com.ar/propiedad/6979a089e093840dd60ca7b3/Departamento---Alquiler---Capital-Federal;28/1/2026;MEZADURIAN NEGOCIOS INMOBILIARIOS
cabaprop;villa-urquiza;Departamento;Departamento En Alquiler En Villa Urquiza;700000;100000;Aizpurúa al 3400;43;40;2;1;1;https://cabaprop.com.ar/propiedad/69799532e093840dd60c88c7/Departamento-En-Alquiler-En-Villa-Urquiza;28/1/2026;CRISTINA NATALE
cabaprop;villa-urquiza;Departamento;Departamento En Alquiler En Villa Urquiza;690000;115000;Donado al 800;43;40;2;1;1;https://cabaprop.com.ar/propiedad/69783617080f4db3b5ddc24a/Departamento-En-Alquiler-En-Villa-Urquiza;27/1/2026;Fragola Molina Empresa Inmobiliaria
cabaprop;villa-urquiza;Departamento;Departamento En Alquiler En Villa Urquiza;700000;119000;Díaz Colodrero al 2500;45;40;2;1;1;https://cabaprop.com.ar/propiedad/69719dcecc8f3498faf3d417/Departamento-En-Alquiler-En-Villa-Urquiza;22/1/2026;DIC PROPIEDADES
cabaprop;villa-urquiza;Departamento;ALQUILER 2 AMBIENTES PISO ALTO VILLA URQUIZA;500000;126000;MONROE al 4000;45;45;2;1;1;https://cabaprop.com.ar/propiedad/697066d0cc8f3498faf19b3a/ALQUILER-2-AMBIENTES-PISO-ALTO-VILLA-URQUIZA;21/1/2026;VARNI PROPIEDADES
cabaprop;villa-urquiza;Departamento;Departamento En Alquiler En Villa Urquiza;780000;114000;Capdevila al 2800;48;42;2;1;1;https://cabaprop.com.ar/propiedad/69704f63cc8f3498faf143e5/Departamento-En-Alquiler-En-Villa-Urquiza;21/1/2026;Fragola Molina Empresa Inmobiliaria
cabaprop;villa-urquiza;Departamento;2 ambientes - full amenities;700000;245000;MARIANO ACHA al 1000;42;38;2;1;1;https://cabaprop.com.ar/propiedad/696f1475cc8f3498faef278d/2-ambientes---full-amenities;20/1/2026;LUISIO ESTUDIO INMOBILIARIO
cabaprop;villa-urquiza;Departamento;Departamento 2 Ambientes En Alquiler Villa Urquiza;700000;350000;Avenida Álvarez Thomas al 2800;46;36;2;1;1;https://cabaprop.com.ar/propiedad/6965bf6dcc8f3498fad9bc52/Departamento-2-Ambientes-En-Alquiler-Villa-Urquiza;13/1/2026;Grupo Mega 
cabaprop;villa-urquiza;Departamento;Departamento 2 Ambientes Con Espacio Guardacoche;750000;230000;Cullen al 5300;41;37;2;1;1;https://cabaprop.com.ar/propiedad/6965ba1fcc8f3498fad9a30c/Departamento-2-Ambientes-Con-Espacio-Guardacoche;13/1/2026;VALJOR PROPIEDADES
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;650000;190000;AIZPURUA al 2900;5574;4514;2;1;1;https://cabaprop.com.ar/propiedad/69600916cc8f3498fad35c23/DEPARTAMENTO-2-AMBIENTES---VILLA-URQUIZA-CAPITAL-FEDERAL;8/1/2026;VEGA ORGANIZACION INMOBILIARIA
cabaprop;villa-urquiza;Departamento;Departamento 2 Ambientes Cntrafrente Con Balcón;700000;180000;Mendoza al 4900;48;43;2;1;1;https://cabaprop.com.ar/propiedad/695738ee13b25325c58469ee/Departamento-2-Ambientes-Cntrafrente-Con-Balcon;2/1/2026;VALJOR PROPIEDADES
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO;520000;;Miller al 2200;37;37;2;1;1;https://cabaprop.com.ar/propiedad/69557b46269e10adbfefcfd8/DEPARTAMENTO;31/12/2025;HUGUET PROPIEDADES
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO;540000;;Avenida Monroe al 4500;37;37;2;1;1;https://cabaprop.com.ar/propiedad/69555ab6269e10adbfefc043/DEPARTAMENTO;31/12/2025;HUGUET PROPIEDADES
cabaprop;villa-urquiza;Departamento;2 Ambientes Al Frente Con Balcón;550000;181500;Avenida Álvarez Thomas al 3500;41;38;2;1;1;https://cabaprop.com.ar/propiedad/69549f15269e10adbfeef697/2-Ambientes-Al-Frente-Con-Balcon;31/12/2025;VALJOR PROPIEDADES
cabaprop;villa-urquiza;Departamento;2 Ambientes Al Frente Con Balcón;550000;181500;Avenida Álvarez Thomas al 3500;41;38;2;1;1;https://cabaprop.com.ar/propiedad/69549f10269e10adbfeef663/2-Ambientes-Al-Frente-Con-Balcon;31/12/2025;VALJOR PROPIEDADES
cabaprop;villa-urquiza;Departamento;2 Ambientes Al Frente Con Balcón;550000;181500;Avenida Álvarez Thomas al 3500;41;38;2;1;1;https://cabaprop.com.ar/propiedad/69549f0a269e10adbfeef657/2-Ambientes-Al-Frente-Con-Balcon;31/12/2025;VALJOR PROPIEDADES
cabaprop;villa-urquiza;Departamento;Departamento En Alquiler En Villa Urquiza;690000;115000;Tomás A. Le Bretón al 5700;70;64;2;1;1;https://cabaprop.com.ar/propiedad/69549d74269e10adbfeef27e/Departamento-En-Alquiler-En-Villa-Urquiza;31/12/2025;CIFRE PROFESIONALES INMOBILIARIOS
cabaprop;villa-urquiza;Departamento;Departamento - Alquiler - Capital Federal;790000;170000;AV OLAZABAL al 5200;60;56;3;2;1;https://cabaprop.com.ar/propiedad/6942458638bf638b63b73c70/Departamento---Alquiler---Capital-Federal;17/12/2025;MEZADURIAN NEGOCIOS INMOBILIARIOS
cabaprop;villa-urquiza;Departamento;Departamento - Alquiler - Capital Federal;750000;157000;Av. Olazabal al 4600;46;42;2;1;1;https://cabaprop.com.ar/propiedad/693a598e38bf638b63aad82a/Departamento---Alquiler---Capital-Federal;11/12/2025;G.O. Propiedades 
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO;690000;;Mendoza al 4800;46;40;2;1;1;https://cabaprop.com.ar/propiedad/691b7ca4cdc4dcdcc74b1da9/DEPARTAMENTO;17/11/2025;HUGUET PROPIEDADES
cabaprop;villa-urquiza;Departamento;Departamento 2 ambientes, al frente, con balcón, living con salida a balcón, cocina competa independiente , lavadero, baño completo , dormitorio con p;580000;90000;Bauness al 2300;40;38;2;1;1;https://cabaprop.com.ar/propiedad/6917835f731c9068f15dff51/Departamento-2-ambientes-al-frente-con-balcon-living-con-salida-a-balcon-cocina-competa-independiente-lavadero-bano-completo-dormitorio-con-p;14/11/2025;Oliveri Propiedades
cabaprop;villa-urquiza;Departamento;Alquiler Departamento 2 Ambientes  Villa Urquiza , muy luminoso;600000;120000;Bauness al 1900;45;40;2;1;1;https://cabaprop.com.ar/propiedad/6909903b4ccdf11f37b7b8c6/Alquiler-Departamento-2-Ambientes-Villa-Urquiza-muy-luminoso;4/11/2025;FIGUEROA HERMIDA PROPIEDADES SRL
cabaprop;villa-urquiza;Departamento;Muy Buen Dpto 3 Amb con Balcón;800000;235000;Díaz Colodrero al 2700;65;60;3;2;1;https://cabaprop.com.ar/propiedad/690247475f9b3aad854f4407/Muy-Buen-Dpto-3-Amb-con-Balcon;29/10/2025;MGM NEGOCIOS INMOBILIARIOS
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO;680000;;Miller al 2500;49;46;2;1;1;https://cabaprop.com.ar/propiedad/68fbd28d5f9b3aad8547c1b7/DEPARTAMENTO;24/10/2025;HUGUET PROPIEDADES
cabaprop;villa-urquiza;Departamento;ALQUILER DE 2 AMBIENTES MUY BUENOS EN VILLA URQUIZA CON 46 M2 BALCON;645000;;Díaz Colodrero al 2900;46;40;2;1;1;https://cabaprop.com.ar/propiedad/68fbb81c5f9b3aad85478850/ALQUILER-DE-2-AMBIENTES-MUY-BUENOS-EN-VILLA-URQUIZA-CON-46-M2-BALCON;24/10/2025;Estudio Araoz Propiedades
cabaprop;villa-urquiza;Departamento;ALQUILER!!! Pacheco y Olazabal - 2 ambtes lateral, luminoso. Piso 5º;500000;130000;Pacheco 2198;44;44;2;1;1;https://cabaprop.com.ar/propiedad/68f2ab315f9b3aad853d04d2/ALQUILER-Pacheco-y-Olazabal---2-ambtes-lateral-luminoso-Piso-5;17/10/2025;FISICARO PROPIEDADES
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;550000;120000;DIAZ COLODRERO al 3100;38;38;2;1;1;https://cabaprop.com.ar/propiedad/68f007095f9b3aad8539ba25/DEPARTAMENTO-2-AMBIENTES---VILLA-URQUIZA-CAPITAL-FEDERAL;15/10/2025;VEGA ORGANIZACION INMOBILIARIA
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;600000;100000;BARZANA al 2100;40;40;2;1;1;https://cabaprop.com.ar/propiedad/68eeab265f9b3aad8537defa/DEPARTAMENTO-2-AMBIENTES---VILLA-URQUIZA-CAPITAL-FEDERAL;14/10/2025;VEGA ORGANIZACION INMOBILIARIA
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;790000;210000;ALTOLAGUIRRE al 2200;54;50;2;1;1;https://cabaprop.com.ar/propiedad/68e412d95f9b3aad852a568a/DEPARTAMENTO-2-AMBIENTES---VILLA-URQUIZA-CAPITAL-FEDERAL;6/10/2025;INMOBILIARIA FRA
cabaprop;villa-urquiza;Departamento;Muy buen 2 ambientes al frente con balcón, cocina americana, laundry, gym.-;750000;154000;Avenida Congreso al 4900;48;38;2;1;;https://cabaprop.com.ar/propiedad/68d32a935f9b3aad8512c98e/Muy-buen-2-ambientes-al-frente-con-balcon-cocina-americana-laundry-gym-;23/9/2025;Grupo Castellano Propiedades
cabaprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;600000;132000;Monroe al 4900;40;40;2;1;;https://cabaprop.com.ar/propiedad/68cc59a3134581922c9c625a/DEPARTAMENTO-2-AMBIENTES---VILLA-URQUIZA-CAPITAL-FEDERAL;18/9/2025;VEGA ORGANIZACION INMOBILIARIA
cabaprop;villa-urquiza;Departamento;Departamento - Alquiler - Capital Federal;650000;180000;CULLEN al 5000;48;45;2;1;1;https://cabaprop.com.ar/propiedad/68b2940114823670148674d4/Departamento---Alquiler---Capital-Federal;30/8/2025;VARNI PROPIEDADES
cabaprop;parque-chas;Departamento;DEPARTAMENTO 2 AMBIENTES - PARQUE CHAS, CAPITAL FEDERAL;550000;124000;TORRENT al 1300;47;38;2;1;1;https://cabaprop.com.ar/propiedad/68f111425f9b3aad853b018a/DEPARTAMENTO-2-AMBIENTES---PARQUE-CHAS-CAPITAL-FEDERAL;16/10/2025;VEGA ORGANIZACION INMOBILIARIA
cabaprop;belgrano;Departamento;Departamento - Belgrano;800000;250000;Teodoro García al 2400;60;55;2;1;1;https://cabaprop.com.ar/propiedad/697d7d4fe093840dd6100ee2/Departamento---Belgrano;31/1/2026;ZUKER SERVICIOS INMOBILIRIOS
cabaprop;belgrano;Departamento;Alquiler Departamento 2 Ambientes 40m² - Belgrano;600000;153000;Zabala al 2400;35;35;2;1;1;https://cabaprop.com.ar/propiedad/697d7320e093840dd60feeab/Alquiler-Departamento-2-Ambientes-40m---Belgrano;31/1/2026;GUIDETTI PROPIEDADES
cabaprop;belgrano;Departamento;Departamento 2 Ambientes Alquiler - Belgrano;600000;187000;Blanco Encalada al 2800;41;37;2;1;1;https://cabaprop.com.ar/propiedad/697ad830e093840dd60d9d02/Departamento-2-Ambientes-Alquiler---Belgrano;29/1/2026;DIC PROPIEDADES
cabaprop;belgrano;Departamento;Departamento En Alquiler En Belgrano, Capital Federal;550000;160000;Arcos al 2800;37;36;2;1;1;https://cabaprop.com.ar/propiedad/6976e46bcc8f3498fafb64f4/Departamento-En-Alquiler-En-Belgrano-Capital-Federal;26/1/2026;NHR BIENES RAICES
cabaprop;belgrano;Departamento;Departamento En Alquiler En Belgrano;690000;208000;Avenida Cabildo al 2200;46;40;2;1;1;https://cabaprop.com.ar/propiedad/69743a43cc8f3498faf8e965/Departamento-En-Alquiler-En-Belgrano;24/1/2026;VALJOR PROPIEDADES
cabaprop;belgrano;Departamento;Departamento En Alquiler En Belgrano;750000;100000;Blanco Encalada al 2400;60;60;3;1;1;https://cabaprop.com.ar/propiedad/6972fc25cc8f3498faf6c6e2/Departamento-En-Alquiler-En-Belgrano;23/1/2026;VIVIR PROPIEDADES
cabaprop;belgrano;Departamento;2 Amb. En Barrancas De Belgrano - Super Luminoso;590000;225000;O'Higgins al 2100;41;41;2;1;1;https://cabaprop.com.ar/propiedad/696b091ecc8f3498fae64275/2-Amb-En-Barrancas-De-Belgrano---Super-Luminoso;17/1/2026;DAMIA GARCIA DUSCIO
cabaprop;belgrano;Departamento;2 ambientes amplios muy luminosos, todo al frente.;725000;240000;Avenida Juramento al 2800;48;44;2;1;1;https://cabaprop.com.ar/propiedad/69696c81cc8f3498fae25a1f/2-ambientes-amplios-muy-luminosos-todo-al-frente;15/1/2026;MORELLI & MORELLI BIENES RAICES
cabaprop;belgrano;Departamento;Departamento En Alquiler En Belgrano;700000;230000;Avenida Cabildo al 1700;40;40;2;1;1;https://cabaprop.com.ar/propiedad/6965c08ccc8f3498fad9c210/Departamento-En-Alquiler-En-Belgrano;13/1/2026;Jumo Inmobiliaria Montalto Propiedades
cabaprop;belgrano;Departamento;Departamento - Alquiler - Capital Federal;680000;210000;MOLDES al 1400;40;40;2;1;1;https://cabaprop.com.ar/propiedad/6958aaf6f2487d1dd4d04aac/Departamento---Alquiler---Capital-Federal;3/1/2026;LUISIO ESTUDIO INMOBILIARIO
cabaprop;belgrano;Departamento;Departamento En Alquiler En Belgrano;630000;190000;Avenida Olazábal al 3000;38;38;2;1;1;https://cabaprop.com.ar/propiedad/6954a7db269e10adbfef14d9/Departamento-En-Alquiler-En-Belgrano;31/12/2025;MAGISTER PROPIEDADES DESDE 1978
cabaprop;belgrano;Departamento;Calle Ohiggins 4625. Departamento 3 Ambientes. Cocina Indepdendiente Con Lavadero.;780000;160800;O'Higgins al 4600;60;60;3;2;1;https://cabaprop.com.ar/propiedad/6954a1c6269e10adbfeefdc9/Calle-Ohiggins-4625-Departamento-3-Ambientes-Cocina-Indepdendiente-Con-Lavadero;31/12/2025;GRILLO PROPIEDADES
cabaprop;belgrano;Departamento;Alquiler Departamento Belgrano;650000;130000;Soldado de la Independencia al 1300;50;48;2;1;1;https://cabaprop.com.ar/propiedad/69536448269e10adbfed0b7b/Alquiler-Departamento-Belgrano;30/12/2025;TEGLIA PROPIEDADES
cabaprop;belgrano;Departamento;Alquiler Departamento 2 Ambientes En Belgrano;680000;140000;Arcos al 2400;40;40;2;1;1;https://cabaprop.com.ar/propiedad/6953557a269e10adbfece921/Alquiler-Departamento-2-Ambientes-En-Belgrano;30/12/2025;LINCOLN NEGOCIOS INMOBILIARIOS
cabaprop;belgrano;Departamento;3 amb. al frente. Muy buena luminosidad y ubicación.;720000;265000;CABILDO, AVDA. al 200;50;50;3;2;1;https://cabaprop.com.ar/propiedad/6944e33d38bf638b63bb25e9/3-amb-al-frente-Muy-buena-luminosidad-y-ubicacion;19/12/2025;ALEMANY PROPIEDADES
cabaprop;belgrano;Departamento;ALQUILER DOS AMB. EN BELGRANO;650000;;AV. MONROE 2532;50;50;2;1;1;https://cabaprop.com.ar/propiedad/6942fa2e38bf638b63b81b12/ALQUILER-DOS-AMB-EN-BELGRANO;17/12/2025;MEZZINA INMUEBLES
