id,precio,direccion,url
/propiedades/clasificado/alclphin-v.-urquiza:-2-amb.-p-h-uso-comercial!-sin-exp.-57899990.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=11,Consultar,$ 650.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-v.-urquiza:-2-amb.-p-h-uso-comercial!-sin-exp.-57899990.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=11
/propiedades/clasificado/alclphin-ph-tipo-casa-dos-ambientes-escritorio-55627491.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=12,Consultar,$ 750.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-tipo-casa-dos-ambientes-escritorio-55627491.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=12
/propiedades/clasificado/alclphin-alquiler-3-ambientes-con-patio-y-baulera-en-terraz-58117958.html?n_src=Listado&n_pills=Pileta&n_pg=1&n_pos=13,Consultar,$ 900.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-3-ambientes-con-patio-y-baulera-en-terraz-58117958.html?n_src=Listado&n_pills=Pileta&n_pg=1&n_pos=13
/propiedades/clasificado/alclphin-alquiler-de-ph-2-amb-en-villa-urquiza.-excelente-58186734.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=14,Consultar,$ 980.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-de-ph-2-amb-en-villa-urquiza.-excelente-58186734.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=14
/propiedades/clasificado/alclphin-venta-ph-triplex-con-cochera-fija-y-cubierta.-57933970.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=15,Consultar,USD 750,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-venta-ph-triplex-con-cochera-fija-y-cubierta.-57933970.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=15
/propiedades/clasificado/alclphin-v.-urquiza:-3-amb-ph-de-78-m-sup2-.-balcon-patio.-58128242.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=16,Consultar,$ 980.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-v.-urquiza:-3-amb-ph-de-78-m-sup2-.-balcon-patio.-58128242.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=16
/propiedades/clasificado/alclphin-alquiler-ph-2-ambientes-patio-y-terraza-58144128.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=17,Consultar,$ 1.000.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-2-ambientes-patio-y-terraza-58144128.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=17
/propiedades/clasificado/alclphin-ph-3-ambientes-al-frente-con-balcon-primer-piso-57744500.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=18,Consultar,$ 950.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-3-ambientes-al-frente-con-balcon-primer-piso-57744500.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=18
/propiedades/clasificado/alclphin-ph-2-ambientes-al-frente-impecable-estado-muy-58096800.html?n_src=Listado&n_pg=1&n_pos=19,Consultar,$ 750.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-al-frente-impecable-estado-muy-58096800.html?n_src=Listado&n_pg=1&n_pos=19
/propiedades/clasificado/alclphin-alquiler-ph-monoambiente-villa-urquiza-s-expensas-58056755.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=20,Consultar,$ 650.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-monoambiente-villa-urquiza-s-expensas-58056755.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=20
/propiedades/clasificado/alclphin-alquiler-tipo-ph-de-3-ambientes-57346001.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=21,Consultar,$ 1.000.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-tipo-ph-de-3-ambientes-57346001.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=21
/propiedades/clasificado/alclphin-ph-alquiler-3-ambientes-patio-terraza-villa-urquiza-57948549.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=22,Consultar,$ 1.400.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-alquiler-3-ambientes-patio-terraza-villa-urquiza-57948549.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=22
/propiedades/clasificado/alclphin-alquiler-ph-luminoso-ph-sin-expensas-villa-urquiza-58204747.html?n_src=Listado&n_pg=1&n_pos=23,Consultar,$ 600.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-luminoso-ph-sin-expensas-villa-urquiza-58204747.html?n_src=Listado&n_pg=1&n_pos=23
/propiedades/clasificado/alclphin-alquiler-ph-de-dos-ambientes-pb-frente-urquiza-58198726.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=24,Consultar,$ 820.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-alquiler-ph-de-dos-ambientes-pb-frente-urquiza-58198726.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=24
/propiedades/clasificado/alclphin-t-casa-3-amb-fte-patio-y-gran-terraza.-sin-expensas-58207969.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=25,Consultar,$ 1.000.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-t-casa-3-amb-fte-patio-y-gran-terraza.-sin-expensas-58207969.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=25
/propiedades/clasificado/alclphin-ph-2-ambientes-con-patio-57832943.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=26,Consultar,$ 850.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-2-ambientes-con-patio-57832943.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=26
/propiedades/clasificado/alclphin-ph-al-frente-planta-baja-1-ambiente-con-patio-zona-58004122.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=27,Consultar,$ 700.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphin-ph-al-frente-planta-baja-1-ambiente-con-patio-zona-58004122.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=27
/propiedades/clasificado/alclphpa-ph-en-alquiler-planta-baja-frente-reciclado!-2-58199328.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=28,Consultar,$ 800.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-ph-en-alquiler-planta-baja-frente-reciclado!-2-58199328.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=28
/propiedades/clasificado/alclphpa-alquiler-hermoso-ph-remodelado-a-nuevo-pb-con-patio-57613878.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=1&n_pos=29,Consultar,$ 800.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-alquiler-hermoso-ph-remodelado-a-nuevo-pb-con-patio-57613878.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=1&n_pos=29
/propiedades/clasificado/alclphpa-alquiler-de-casa-en-2-piso-lavoisier-y-pedraza-53518707.html?n_src=Listado&n_pg=1&n_pos=30,Consultar,$ 1.200.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-alquiler-de-casa-en-2-piso-lavoisier-y-pedraza-53518707.html?n_src=Listado&n_pg=1&n_pos=30
/propiedades/clasificado/alclphpa-dueno-directo-alquila-ph-3-amb-sin-comision-muy-lum-46089404.html?n_src=Listado&n_pills=Lavadero&n_pg=2&n_pos=1,Consultar,$ 699.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-dueno-directo-alquila-ph-3-amb-sin-comision-muy-lum-46089404.html?n_src=Listado&n_pills=Lavadero&n_pg=2&n_pos=1
/propiedades/clasificado/alclphpa-ph-en-alquiler-al-frente-luminoso-y-sin-expensas-58103409.html?n_src=Listado&n_pills=Terraza&n_pg=2&n_pos=2,Consultar,$ 1.000.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-ph-en-alquiler-al-frente-luminoso-y-sin-expensas-58103409.html?n_src=Listado&n_pills=Terraza&n_pg=2&n_pos=2
/propiedades/clasificado/alclphpa-dpto-tipo-casa-1-piso-al-frente-58123789.html?n_src=Listado&n_pills=Lavadero&n_pg=2&n_pos=3,Consultar,$ 1.000.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-dpto-tipo-casa-1-piso-al-frente-58123789.html?n_src=Listado&n_pills=Lavadero&n_pg=2&n_pos=3
/propiedades/clasificado/alclphpa-alquiler.-ph-2-ambientes.-muy-luminoso.-con-patio.-58167341.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=2&n_pos=4,Consultar,$ 770.000,https://www.zonaprop.com.ar/propiedades/clasificado/alclphpa-alquiler.-ph-2-ambientes.-muy-luminoso.-con-patio.-58167341.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=2&n_pos=4
