Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Totales;Ambientes;Dormitorios;Baños;URL;Bajo_Precio;Cocheras;Etiqueta_Destacado;Porcentaje_Rebaja
zonaprop;palermo;Departamento;Hermoso departamento de 42M2 totales en un primer piso al contrafrente con patio. La cocina es completa con conexión para lavarropas. Tiene un balcón interno y el baño completo. Además hay un jardín de invierno. La ubicación es premium, justo frente al zoológico. Maxim Propiedadescucicba 7527La información publicada puede no ser exacta, sufrir cambios, errores, omisiones, o modificaciones, incluyendo el precio o la retirada de oferta sin previo aviso, las imágenes son de carácter ilustrativo e informativo. Los metros reales surgirán de los datos de la escritura.;800000;130000;Republica de la India al 2900;42;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-con-patio-frente-al-zoologico-58127113.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=12;False;;Super destacado;
zonaprop;palermo;Departamento;Se trata de un soleado y silencioso departamento en 5 piso lateral con balcón. Todos los ambientes tienen luz natural. Cuenta con un ambiente principal con gran ventanal al balcón con pisos de parquet. Pasillo de distribución con placard. Baño completo con ventana. Dormitorio con placard. Cocina con mucho lugar de guardado, mesada de granito y lavadero separado. El edificio cuenta con encargado permanente y seguridad nocturna. La ubicación es excelente, a dos cuadras de Av. Luis María Campos y a tres de Av. Libertador. Requisitos: Ingresos comprobables. Garantías propiedad en caba o Seguro de Caución (no contratar si no reservó el departamento) No acepta mascotas. Alquiler 12 o 24 meses con actualización trimestral por ipcvalor inicial $750. 000 más gastos de expensas, abl, servicios de electricidad y gas. Aysa incluido en las expensa. Depósito en garantía $ 800. 000 Nota importante: Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos (expensas, gastos) expresados refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales. En cumplimiento de la Ley 5859 (caba) se informa que para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Tagliaferri PropiedadesMatrícula cucicba 3531;700000;249000;Tte. B. Matienzo al 1800;40;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-las-canitas-alquiler-2-ambientes-lav.-58047100.html?n_src=Listado&n_pills=Encargado&n_pg=1&n_pos=13;False;;Super destacado;
zonaprop;palermo;Departamento;3 ambientes en Güemes y Scalabrini Ortíz, a metros de estación de subte, linea D. 2 dormitorios, ambos con placard. Baño completo. Living comedor. Cocina separada. Balcón (en uno de los dormitorios);750000;180000;Guemes 4028;54;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-3-ambientes-guemes-y-sclabrini-ortiz-43943270.html?n_src=Listado&n_pills=Encargado&n_pg=1&n_pos=14;False;;Super destacado;
zonaprop;palermo;Departamento;Unidad con atípica funcionalidad, con sus ambientes de medidas generosas. Baño completo y además toilette. Impecable estado de conservación. En una ubicación estratégica, a pasos avenida Córdoba. Confort y superficie, acompañan al edificio que se destaca en la zona, cercanía a Universidad de Palermo. Apto profesional. Amenities: Sum, Parrilla, Laundry.;600000;120000;Salguero 1174;45;2;1;2;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-jerarquia-y-superficie-en-un-solo-depto!-dos-amb-con-55278685.html?n_src=Listado&n_pills=Laundry&n_pg=1&n_pos=15;True;;Super destacado;7%
zonaprop;palermo;Departamento;Alquiler en excelente ubicación! Departamento de 2 ambientes en contrafrente sobre la calle Guatemala 5500. Ubicado en pleno corazon de Palermo, la mejor zona comercial y gastronomica! A metros de Av. Juan B Justo y Av. Santa Fe. Ubicado en un segundo piso, el departamento se reparte en un amplio living comedor con aire acondicionado. Salida al balcon por ventanal. Cocina equipada con espacio de almacenamiento. Habitación con placard empotrado y estantería. 1 baño completo con antebaño. No dude en consultar!;700000;250000;Guatemala 5500;45;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler!-2-ambientes-en-contrafrente-guatemala-5500-56044680.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=16;False;;Super destacado;
zonaprop;palermo;Departamento;María catalina marchi entre av. Dorrego Y el centro educativo de las fuerzas armadas. En pleno corazón de las cañitas (palermo). Edificio de 16 años de antiguedad, en excelente estado de mantenimiento Y conservación. Amplio hall de acceso. Ascensor automatico de ultima generacion. Nota de interés: la unidad se alquila en $ 850. 000, - incluyendo expensas, abl y Aysa. Noveno piso al frente. Amplio 2 ambientes en muy buen estado general. Excelente luminosidad Y sol. Vista completamente abierta. Palier privado. Amplio living comedor con salida A balcón terraza. Balcón terraza con vista completamente abierta. Cocina integrada con muebles de alto Y bajo mesada. Hall de distribución. Dormitorio con placard. Baño completo con ventana al exterior. Recién pintado. Aparato de cocina A gas. Agua caliente central. Calefacción por estufas de tiro balanceado (2). Metros cuadrados cubiertos: 36, 00 M2 aprox. Metros cuadrados descubiertos: 9, 00 M2 aprox. Metros cuadrados totales: 45, 00 M2 aprox. Expensas: $ 129. 820, - (incluyen Aysa) agip (abl): $ 20. 180, - unidad accesible. Nota de interés: la unidad se alquila en $ 850. 000, - incluyendo expensas, abl y Aysa. Amenities: parrilla - solarium. En pleno barrio de palermo/las cañitas, A pasos de la av. Dorrego, A 1 cuadra de la av. Luis maria campos, A 2 cuadras de la avenida cabildo Y todos sus medios de transporte, A 2 cuadras de la estacion ministro carranza de la linea D del subte Y del ferrocarril linea mitre, A 3 cuadras del portal palermo shopping, A 3 cuadras del hermoso boulevard chenaut Y A pasos de la av. Del libertador Y del hipodromo de palermo. Requisitos para efectuar la reserva: 1 Mes de Alquiler en Concepto de Reserva. Abonar por Adelantado, (en caso de que la Garantía sea un Inmueble), los Gastos de Informes (Dominio/s, Inhibición/es y Frecuencia) según se Soliciten (Simple o Urgente) conforme a los Costos establecidos por el Registro de la Propiedad Inmueble de caba o Provincia de bs. As. - Comprobantes de Ingresos. - Copia de la/las Garantías que se propongan. - Copia de D. N. I. 1ra y 2da Hoja del/los Locatario/s y Garante/s. - requisitos para la locación: 1 Mes de Adelanto. - 1 Mes de Depósito en Dólares. - Ingresos Suficientes y Comprobables. - Garantía/s propietaria, Seguro de Caución o Fianza de Garantíaya. Condiciones contractuales: Plazo contractual: 24 Meses. Ajuste: Trimestral por ipcba (Índice de Precios al Consumidor de la Ciudad Autónoma de Buenos Aires). Depósito: Equivalente a 1 mes de Alquiler en Dólares. Conforme a la Ley Nº 5859 de caba: Para los Casos de Alquiler de Vivienda, el Monto máximo de Comisión que se le pueden requerir a los Propietarios será el equivalente al Cuatro con Quince Centésimos por Ciento (4, 15%) del valor total del respectivo Contrato. - Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Las medidas son Aproximadas y al solo efecto orientativo, las medidas reales surgirán del Título de Propiedad respectivo. - tasaciones realizadas por profesionales altamente capacitados, con el conocimiento adecuado sobre el mercado actual Y con el propósito de otorgarle un eficiente Y correcto asesoramiento. - E-Mail: Ver datos. Instagram: Valuebetinmuebles. Facebook: /ValueBetInmuebles. Twitter: @ValueBetProp. Lunes a Viernes de 10: 00 a 13: 00 y de 15: 00 a 19: 00 Hs. Sábados de: 10: 00 a 13: 00 Hs. cucicba Mat. Nº 6. 031;700000;129820;María Catalina Marchi 227;45;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-maria-catalina-marchi-al-200-las-canitas-53049933.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=1&n_pos=18;False;;Super destacado;
zonaprop;palermo;Departamento;2 ambientes en excelente ubicación. Bajas expensas $Ver datos. Primer piso al frente con vista verde. Contrato a 1 o 2 años. Valor inicial $Ver datos. - con ajuste trimestral x ipc. Requisitos para el ingreso: Mes de adelanto - Mes de depósitoDemostración de ingresos en blancoSeguro de caución o título de propiedad para la garantía.;700000;133000;Bulnes al 1600;40;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-departamento-2-ambientes-en-palermo-58012542.html?n_src=Listado&n_pg=1&n_pos=19;False;;Super destacado;
zonaprop;palermo;Departamento;_ Departamento de un dormitorio en alquiler ubicado sobre calle José A. Cabrera entre Gurruchaga y Armenia (Palermo Viejo, Ciudad Autónoma de Buenos Aires). Desarrollado en una planta por ascensor, con disposición frente y orientación norte. _ El mismo posee cocina equipada con muebles sobre y bajo mesada, living comedor, un dormitorio con placard empotrado y un baño completo. Luminoso, cuenta con balcón francés y muy buena ventilación natural. _ La propiedad tiene una superficie total de aproximadamente 42mts2 cubiertos. _ Las expensas al 28/11/2025 son de aproximadamente $90. 000. Yacoub | Construimos ConfianzaInnovación | Calidad | Sustentabilidad | Diseño70 Mil Metros Cuadrados | 23 TorresLa información descripta en el presente aviso es meramente orientativa y no forma parte de ningún tipo de documentación contractual. Los datos enunciados fueron proporcionados por los propietarios y pueden arrojar inexactitudes, las superficies definitivas surgirán del título de propiedad del inmueble referido. Se deja constancia de que los valores y/o expensas pueden estar sujetas a verificación o ajuste. Lo que estás buscando lo tenemos | Estés Donde EstésVendemos en Todos Lados.;750000;90000;José A. Cabrera 4864 e/ Gurruchaga y Armenia;42;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-1-dormitorio-1-bano-58076007.html?n_src=Listado&n_pills=Permite+mascotas&n_pg=1&n_pos=20;False;;Destacado;
zonaprop;palermo;Departamento;_ Departamento de un dormitorio en alquiler ubicado sobre calle Jorge Luis Borges entre Guatemala y Paraguay (Palermo, Ciudad Autónoma de Buenos Aires). Desarrollado en piso alto por ascensor, con disposición contra frente y orientación al norte. _ El mismo posee cocina equipada con muebles sobre y bajo mesada, living comedor, un dormitorio con placard empotrado y un baño completo. Luminoso, cuenta con balcón y muy buena ventilación natural. _ La propiedad tiene una superficie total de aproximadamente 45mts2, de los cuales 42mts2 son cubiertos. _ Las expensas al 20/11/2025 son de aproximadamente $250. 000. Yacoub | Construimos ConfianzaInnovación | Calidad | Sustentabilidad | Diseño70 Mil Metros Cuadrados | 23 TorresLa información descripta en el presente aviso es meramente orientativa y no forma parte de ningún tipo de documentación contractual. Los datos enunciados fueron proporcionados por los propietarios y pueden arrojar inexactitudes, las superficies definitivas surgirán del título de propiedad del inmueble referido. Se deja constancia de que los valores y/o expensas pueden estar sujetas a verificación o ajuste. Lo que estás buscando lo tenemos | Estés Donde EstésVendemos en Todos Lados.;750000;250000;Jorge Luis Borges 2163 e/ Guatemala y Paraguay;45;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-1-dormitorio-1-bano-58162133.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=21;False;;Destacado;
zonaprop;palermo;Departamento;Hermoso alquiler en Las Cañitas, Palermo. 2 ambientes>Tiene un dormitorio en suite con bañadera y vestidor. Cocina integrada1 toilette. Tiene aire acondicionado. Acepta mascota. El edificio cuenta con totem de seguridad y portero. Piso alto. En el ultimo piso se encuentra un espacio para lavar y secar ropa con ficha. Alquiler mensual. Expensas $Ver datos(incluye agua y servicios centrales de calefacción y termo) Requisitos. Demostrar de ingresos. Mes de deposito. Mes de adelanto. Garantía Finaer o propiedad en capital. “Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Las medidas, superficies y expensas consignadas en la presente ficha son aproximadas y a solo efecto orientativo. Los datos exactos son los que surgirán de la escritura de la propiedad y de los comprobantes respaldatorios. Los mismos no comprometen contractualmente,;790000;420000;Migueletes 680;60;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-de-55-m-sup2--con-1-dormitorio-en-suite-52759516.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=22;False;;Destacado;
zonaprop;palermo;Departamento;Sobre mario bravo 1022 esq. Av. Cordoba, alado unveridad palermo, 2 amb al frente balcon, en 7° piso muy luminoso Y amplio, bunos placares, living comedor al frente con salida A balcon, dolmitorio al frente con ventanal, cocina amplia con sector para una mesa, sector lavadero, servicio individuiales, edificio con 3 ascensores, Y seguridad virtual. precio $ 659. 000, = por mes ( se actualiza cada 4 meses por ipc) mas expensas servicios de luz, gas, agua y abl. para ver combinar al telefono inmobilairia tel celular Ver datos, damirdjian inmobilairia;690000;110000;MARIO BRAVO 1022;45;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-2-amb-granes-balcon-frente-45-m-sup2--a-m-universidad-51151530.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=23;False;;Destacado;
zonaprop;palermo;Departamento;"Alquiler de Departamento 3 ambientes en Palermo, Capital Federal. Muy luminoso, al contrafrente, en excelente zona. Requisitos: -Solicitan garantía de caba familiar directo y recibo de sueldo de inquilinos y garantes; o a traves de Finaer o Respaldar. -Ajuste trimestral por el ipc. No permite mascotas. Maximo 3 personasxintel(var-var-697)";800000;150000;AV. SANTA FE 5118. Entre Carranza, A. J. y Ravignani, Emilio;61;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-3-ambientes.-av-santa-fe-5118-57539206.html?n_src=Listado&n_pills=Lavadero&n_pg=1&n_pos=24;False;;Destacado;
