Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Cubiertos;Ambientes;Dormitorios;Baños;URL;Antiguedad;Descripcion_Breve;Visitas_Count;Visto_Estado
argenprop;palermo;Departamento;Palermo, venta departamento, 2 ambientes al frente balcón;690000;200000;Paraguay al 4500;41;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18938530;45;Palermo, 2 ambientes al frente con balcón, totalmente equipados, cocina, baño completo, lavadero independiente, pisos de madera, calefacción individual, por estufas eléctricas y calefón para el agua caliente en la cocina. Equipamiento completo de living comedor cocina, dormitorio.;200;Visto
argenprop;palermo;Departamento;Departamento - Alquiler - Argentina, Capital Federal - AV. SANTA FE 5118;800000;150000;AV. SANTA FE 5100, Piso 6;58;3;2;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--18422138;50;"Alquiler de departamento 3 ambientes en palermo, capital federal muy luminoso, al contrafrente, en excelente zona. Requisitos: -solicitan garantía de caba familiar directo y recibo de sueldo de inquilinos y garantes; o a traves de o respaldar -ajuste trimestral por el ipc. No permite mascotas. Maximo 3 personas";178;Visto
argenprop;palermo;Departamento;EXCELENTE UBICACION - RECIEN PINTADO - BALCON - TODO LUZ - AMBIENTES AMPLIOS;570000;170000;Av Santa Fe 3900, Piso 4;43;;1;;https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--2998585;50;"Excelente ubicacion frente al jardin botanico. Zoologico. Plaza italia. A mts de la linea del subte d. Lineas de colectivo. Depto al frente con balcon. Muy luminoso. Recien pintado.Todo luz. * Las medidas expresadas son aproximadas y los metros reales surgen del titulo de propiedad. “Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes"".- Sigma propiedades ® consultora - inmobiliaria - estudio jurídico telef: /2116 - wpp: lunes a viernes 9:30 a 12:30 y 15:00 a 18:00 titular: adrián giménez mat. Cucicba nro: 2682";175;Visto
argenprop;palermo;Departamento;Departamento reciclado de 2 amb con balcón;800000;130000;Cerviño 3900;;2;1;1;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18782495;25;Departamento reciclado de 2 amb con balcón-living con salida al balcón-aire acondicionado-cocina reciclada-baño completo-dormitorio con placard-muy luminoso. El departamento esta ubicado a una cuadra del hospital fernandez-a dos cuadras de la av. Las heras-a 6 cuadras delos bosques de palermo-medios de transporte y subte.;175;Visto
argenprop;palermo;Departamento;Departamento en alquiler en Las Cañitas;700000;265000;Dr. Emilio Ravignani 2500, Piso 4;42;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--18659178;25;Ubicado en zona de casas bajas sobre calle tranquila, es un muy cómodo departamento de dos ambientes en cuarto piso al frente con balcón y cocina independiente. Buen living comedor con salida al balcón con aire acondicionado split. Dormitorio con buen placar. Y ventilador de techo. Baño completo. Amplia cocina independiente con mesada rebatible y espacio para lavarropas. Ubicado a una cuadra de avenida santa fe y una de luis maria campos. Proximidad de estaciones ministro carranza de tren y subte d. Consultas y visitas jsm propiedades (e-mail o whatsapp);100;Visto
argenprop;palermo;Departamento;Hermoso Departamento de 2 Ambientes con cochera móvil en Palermo;800000;240000;Soler 3700;45;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18943478;30;Este encantador departamento en alquiler se encuentra ubicado en la calle soler 3700, en el vibrante barrio de palermo, capital federal. Con un precio de ar$800.000, esta propiedad ofrece una excelente oportunidad para quienes buscan disfrutar de una ubicación privilegiada, a pasos de plaza güemes, el jardín botánico y con fácil acceso a las avenidas coronel díaz y santa fe. Su disposición al frente garantiza luminosidad y ventilación, creando un ambiente acogedor y agradable.El departamento cuenta con una superficie total de 45 m², de los cuales 45 m² son cubiertos, distribuidos en 2 ambientes que incluyen un dormitorio, un baño, cocina y un encantador balcón. La propiedad también dispone de cochera cubierta, lo que añade un valor significativo en esta codiciada zona. Con una antigüedad de 30 años, el inmueble se presenta en buenas condiciones y con detalles que lo hacen accesible, incluyendo agua corriente.Las expensas ascienden a ar$240.000, lo cual permite disfrutar de un espacio comodo y funcional. Este departamento es ideal para aquellos que buscan un lugar cómodo y estratégico en uno de los barrios más emblemáticos de la ciudad, sin ser apto profesional, lo que lo convierte en una opción perfecta para vivir. Permite mascotas. Cochera movil seguro de caución;100;Visto
argenprop;palermo;Departamento;Semipiso 2 Ambientes con Balcón Cerca de Av Santa Fe y Alto Palermo;680000;125000;Vidt 1600, Piso 1;39;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-viejo-2-ambientes--18595949;10;Moderno semipiso de 2 ambientes al frente con balcón, ideal para quienes buscan comodidad, diseño y una excelente ubicación. Al estar ubicado al frente, ofrece buena ventilación y tranquilidad en todos los ambientes. La propiedad se encuentra en un primer piso, en una zona súper tranquila. El living/comedor cuenta con salida al balcón, vista abierta y aire acondicionado tipo split. La cocina integrada está equipada con muebles completos, anafe y termotanque eléctricos, además de portero visor para mayor seguridad. El dormitorio también se ubica al frente y cuenta con placard de piso a techo con interiores y pisos flotantes. El baño completo dispone de mampara de vidrio. La calefacción es por losa radiante individual mediante sistema eurocable, brindando un ambiente cálido y confortable. Excelente ubicación: a pocos metros de av. Santa fe y del shopping alto palermo, con cercanía al sanatorio güemes, hospital italiano, múltiples líneas de subte, colectivos, comercios y servicios. Requisitos: - recibo/s de sueldo acordes al valor del alquiler - seguro de garantía de - no se aceptan mascotas - máximo 2 personas medidas estimadas. Información brindada a modo orientativo.;65;Visto
argenprop;palermo;Departamento;AV. SCALABRINI ORTIZ 2600, ALQUILER DEPARTAMENTO DE DOS AMBIENTES;750000;150000;AV. SCALABRINI ORTIZ 2600, Piso 2;40;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--18890549;45;"-Excelente departamento de dos ambientes en palermo, a pocos metros del jardin botanico. -Muy buena unidad, en un segundo piso a la calle, todo luz y sol. -Impecable living/comedor, con salida a balcon al frente. Pisos de parquet -dormitorio al pulmon de edificio, con placard empotrado y pisos parquet -cocina independiente, con alacenas y bajo mesada. Cocina a gas. Agua caliente por calefon. -Baño completo, con bañera, bidet y vanitory, de epoca y en perfecto funcionamiento. -Edificio de epoca, super bien mantenido. Construcción sólida. -Ubicación de privilegio, cerca de todos los medios de transporte (subte ""d"", tren ""san martin"" y metrobús). -Entrevistas sin compromiso de compra. El departamento se entrega pintado a nuevo";41;Visto
argenprop;palermo;Departamento;Hermoso 2 Ambientes moderno;630000;251000;Lavalleja 800, Piso 3;41;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18780618;11;"Hermoso 2 ambientes con balcon aterrazado. Súper luminoso. Conexión para lavarropas en el balcon. Impecable estado gral. Edificio con amenities: piscina, solárium, laundry, sum y parrilla. Las expensas incluyen aysa y losa radiante excelente ubicación ; para agendar entrevista comunicarse telef con inmobiliaria ariel :";10;Visto
argenprop;palermo;Departamento;Departamento en alquiler en Palermo;700000;185000;Fitz Roy 2400, Piso 1;57;3;2;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--18923742;58;Muy lindo depto de 3 ambientes al frente con balcon. Todo reciclado a nuevo. 3 calefactores de tiro balanceado y termo- tanque eléctrico. Cocina con conexión para lavarropas. Baño completo. Balcon al frente. Excelente ubicación a pasos av santa fe y subte d ( palermo ), todos los colectivos . Para agendar entrevista comunicarse telef con inmobiliaria ariel :;10;Visto
argenprop;palermo;Departamento;Hermoso 2 Ambientes moderno;630000;231000;Lavalleja 800, Piso 3;41;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-viejo-2-ambientes--18106000;11;"Hermoso 2 ambientes con balcon aterrazado. Súper luminoso. Conexión para lavarropas en el balcon. Impecable estado gral. Edificio con amenities: piscina, solárium, laundry, sum y parrilla. Las expensas incluyen aysa excelente ubicación, límite entre palermo y villa crespo ; para agendar entrevista comunicarse telef con inmobiliaria ariel :";5;Visto
argenprop;palermo;Departamento;Departamento en alquiler dos ambientes balcon lateral Palermo;600000;110000;Av. Santa Fe al 5073 piso 11;30;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18515030;45;Departamento en alquiler en la mejor ubicacion de palermo sobre av. Santa fe 5000 ingreso a living comedor con ventilacion a balcon y placard empotrado, cocina separada con alacenas y bajo mesada, espacio para heladera. Agua caliente central por caldera. Desde la cocina se accede al balcon, semicubierto espacio de lavadero con pileta de lavar. Dormitorio y baño con ducha. Expensas: $ 110.000 aysa incluido en expensas, medidas dormitorio 3x3 mts, living 3x3 metros, balcon 6 m valor del alquiler $600.000 contrato de 2 años de duración. Requisitos abonar -un (1) mes adelantado $600.000 -depósito de un (1) mes $600.000 presentar: -ingresos comprobables (recibo de sueldo) acordes a los gastos a afrontar mensualmente (alquiler, expensas, impuestos, servicio, etc.) -Seguro de caución: premium group, sistema s.A, garantía ya o respaldar. -Contrato a firmarse ante escribano público, costo de certificación de firmas $35.000 aprox.- Por cada firmante del contrato -contratar seguro contra incendio sobre la unidad locada a favor del locador. Nota: el propietario es quien se reserva el derecho a aceptar o rechazar cualquier posible solicitud o reserva de alquiler. Los valores de gastos, certificación de firmas, pueden cambiar sin aviso previo al momento de visualizar este anuncio de ofrecimiento en alquiler o al momento de la firma del posible contrato de locación. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Aviso: se deja constancia que las características descritas del inmueble ofrecido en esta publicación, sus calidades, cualidades de construcción y funcionales, los valores y detalles de expensas, impuestos, servicios, medidas y/o superficies, son aproximados, habiendo sido proporcionados por el propietario y que pueden no ser exactos y/o no estar actualizados a la hora de la visualización de este aviso, pudiendo tal vez surgir discordancias con los datos que surgen de la documentación respectiva. Las medidas y superficies exactas son las que surgen de los títulos y planos legales del inmueble. Las imágenes publicadas lo son al mero efecto orientativo de las características generales y circunstancias del inmueble en el momento en que han sido tomadas, pudiendo las mismas diferir del estado y circunstancias actuales del mismo. Asimismo, los mobiliarios, accesorios, elementos, etc, que se visualicen en las imágenes publicadas no integran la oferta de venta. En todos los casos el interesado deberá realizar una visita al inmueble y efectuar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo la documentación que corresponda. Según art. 1 de la ley 5115 c.A.B.A. El inmueble ofrecido se clasifica como accesible.;5;Visto
argenprop;palermo;Departamento;ALQUILER 2 AMBIENTES PALERMO;800000;230000;CABELLO 3200, Piso 2;40;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18664790;8;Alquiler de departamento 2 ambientes en palermo, capital federal impecable 2 ambientes en excelente ubicación en el barrio de palermo chico, living comedor con salida a amplio balcón al frente, cocina integrada, baño completo y habitación espaciosa con muy buen placard empotrado, el departamento tiene excelente entrada de luz, pisos recién pulidos y plastificados, cocina a gas y agua caliente central. Edificio con amenities! No se aceptan mascotas. Ajuste cuatrimestral por índice ipc.;5;Visto
argenprop;palermo;Departamento;Departamento - Barrio Norte;700000;85000;Laprida 1575 6° Piso;44;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18106416;35;Alquiler ubicado en una de las calles mas lindas de recoleta laprida al 1500. Depto. 2 ambientes con balcón al contra frente, linda luz natural. Dormitorio con vestidor, cocina, baño y pequeño ambiente escritorio. Se alquila sin muebles para informes y visitas comunicarse al whatsapp gracias por contactarnos! Yacopino inmobiliarias matricula cucicba 5810 la unidad no es apta para personas con movilidad reducida yacopino inmobiliarias mas de 95 años de honestidad profesional;2;Visto
argenprop;palermo;Departamento;Excelente departamento de 2 ambientes;450000;280000;Peña 2800, Piso 5;38;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18633114;40;[Mel-13306] excelente departamento de 2 ambientes en edificio de 8 pisos, interno , de 42 m2 de superficie total , 38 m2 de superficie cubierta mas un balcón de 4 m2, luminoso, que comprende un living-comedor, cocina independiente con lavadero incorporado y un dormitorio con ventanal con persianas y excelente armario empotrado con generoso espacio de guardado. Encargado con vivienda en el edificio contrato 24 meses ajuste cuatrimestral por ipc garantía propietaria caba o póliza de seguro de caución no se permiten mascotas disponibilidad inmediata servicios: cloacas mel, 50 años concretando sueños nota importante/relevante: las descripciones, fotos, medidas del inmueble, precios, valores de expensas, impuestos y servicios son aproximados y meramente orientativos, y no obligan contractualmente a mel propiedades srl ni resultan vinculantes. Matriculados: julia mel matricula nº 52 maría eva parada matricula nº 251 raúl mel matricula nº 883;2;Visto
argenprop;villa-urquiza;Departamento;DEPARTAMENTO 2 AMBIENTES - VILLA URQUIZA, CAPITAL FEDERAL;790000;210000;ALTOLAGUIRRE 2200, Piso 7;50;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--18291945;10;Edificio moderno de aproximadamente de unos 10 años de antigüedad. Ubicado proximo a numerosos medios de transportes: subte b estación juan manuel de rosas estación urquiza y de varias lineas de colectivos . El edificio de 8 pisos, con un amplio ascensor y palier semi privado. La unidad consta de: living comedor a balcón aterrazado al frente con vista abierta a copas de arboles, dormitorio en suite al frente con excelente placard, toilette de recepción y cocina integrada. El artefacto de cocina es eléctrico. Los servicios son mixtos, el agua caliente central por caldera y la calefacción individual por aire acondicionado de frio y calor ubicados, uno en el living y el otro en el dormitorio . En el ultimo piso se encuentra un pequeño sum y una parrilla, el edificio también cuenta con un lundry . Junto con las expensas vienen incorporado el servicio de aysa y las fichas para el uso del lundry . Abl $36.500. Los requisitos son: contrato a dos años con ajustes trimestrales por el ipc . El edificio cuenta con accesibilidad para personas de movilidad reducida ( ley 5115). Contacto: elena peña robirosa superficie total uso propio uf: 54 m2 luminosidad: 10 calefacción: otro tipo aire acondicionado: sin aire acond. Agua caliente: caldera ctral. Superficie de balcones: 4 m2 categoría del edificio: buena mes de expensas: noviembre tipo de palier: s.Priv. Oferta provista por sistema som - codigo: fra1154;1800;Visto
argenprop;villa-urquiza;Departamento;Depto 2 amb con cochera en Villa Urquiza;580000;200000;Pacheco 1900, Piso 2;41;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--17854977;25;Departamento 2 ambientes con cochera, 43 m², muy luminoso. Living, cocina con bajo mesada y alacena, dormitorio con placard, baño, cochera fija. Exc zona en villa urquiza, a la vuelta de estación de subte línea b echeverría. Requisitos: justificación de ingresos, garantía familiar directo con propiedad. Comunicarse por mensaje a wa de lunes a viernes en horario de 9 a 18hs;1031;Visto
argenprop;villa-urquiza;Departamento;2amb - luminoso - cocina comedor - mts subte y ffcc;730000;190000;Blanco Encalada 4800, Piso 8;52;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--18915686;38;Condiciones: contrato 2 años 1 mes de depósito 1 mes adelantado ajuste trimestral por índice ipc seguro de vivienda obligatorio garantía de sistema.;1000;Visto
argenprop;villa-urquiza;Departamento;Av Triunvirato 4532 a metros de Av Olazabal 1 cuadra subte línea B estación Rosas y 2 estación tren Villa Urquiza línea Mitre 3 ambientes al frente en pleno corazón de Villa Urquiza;800000;180000;Avenida Triunvirato 4500, Piso 6;56;3;2;;https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-3-ambientes--18829920;40;Av triunvirato 4532 a metros de av olazabal 1 cuadra subte línea b estación rosas y 2 estación villa urquiza tren línea mitre 3 ambientes al frente con balcón cocina separada lavadero independiente baño y toilette. En pleno centro comercial.;720;Visto
argenprop;villa-urquiza;Departamento;Alquiler de departamento de 2 ambientes al frente con balcón corrido en Villa Urquiza;650000;150000;Pacheco al 2800 1º B;40;2;;1;https://www.argenprop.com/departamento-en-alquiler-en-urquiza-r-2-ambientes--18770588;10;Departamento de 2 ambientes al frente con balcón corrido en villa urquiza liivng-comedor con salida al balcón, cocina incorporada con conexión para lava-ropa,. Dormitorio con placard con interior completo. Baño completo.- Balcón corrido. Excelente ubicación . A 5 cuadras de la estación de subte juan manuel de rozas (línea b) y estación mitre del ferocarril. Líneas de colectivos: 41, 71, 90, 93, 107, 114, 127, 133, 140, 169, 176 contrato por 24 meses, indexado cuatrimestralmente por ipc. Importante será por cuenta del locatario el pago de tasas, servicios, aquellas expensas que deriven de gastos habituales del consorcio y la contratación de un seguro contra incendio, responsabilidad civil y linderos. *Los importes publicados de impuestos, tasas y servicios, son orientativos y los mismos serán determinados por los entes correspondientes. Comprobantes a disposición del oferente.* *Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato de locación.* Atención: no se solicitará adelantos, ni se tomarán reservas mediante transferencia bancaria ni por ningún medio electrónico sin haber visitado previamente el inmueble con personal de la firma, bajo ningún concepto. C.U.C.I.C.B.A. 2244;530;Visto
argenprop;villa-urquiza;Departamento;ALQUILER DEPARTAMENTO 2 AMBIENTES CON BALCÓN VILLA URQUIZA;750000;230000;La Pampa 5041 , Piso 8;42;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--18946421;7;[Garciaenri-2636] departamento 2 ambientes en alquiler con balcón al frente. Living comedor con cocina incorporada. Dormitorio completo equipado con aire acondicionado. Baño completo y amplio. No apto mascotas grandes. No acepta mascotas de ningun tipo. A metros de estación 'echeverria' (subte 'b') en av. Triunvirato. Requisitos: ingreso registrados que tripliquen el valor del alquiler. Mes por adelantado y mes de deposito. Garantia de c.A.B.A. O seguro de caución. Servicios: cloacas, gas otros servicios: portero visor depósito (meses): 1 impuestos a cargo de: inquilino agua a cargo de: inquilino;253;Visto
